TEXT,Sentiment
But Fadnavis sir its your party only who keeps on engaging on Religion India Pakistan,1
Sagle ekach maleche mani,2
Good speech saheb,3
Raj Thackeray best,3
Nice,3
Tumche party walech jati dharm kaaadtat maannia mukhymantri saaheb,1
very gud speech  Vidarbha is also part of Maharashtra please look into Vidarbha problems too,3
Amir la kahi samzat nay ahegap aaikto ahe tari,1
Sarv mat taktil bjp la nivdun yeil bjp pan Vikas Gujarat cha maharashtrach vikas karnare nete ky nivdun yet nahit,1
Super,3
Like for only Raj raheb thackrey,3
Khupc chhan Raj thakare,3
hya velesh fkt ajitdada pawar mukhematri,1
"Raj youre now spent force It clearly shows that you have join congress which is altogether a dislike party if at all by any means if they come back still they will never oblige Raj As there are so many congress leader and cadare they keep silent now but at the time of sharing fruits every one oppose RAJ 
SEASONED politician like Raj must know mindset mentality of congressman They are known for deserting companion who supported in bad time  also there are so many COOKCROOK IN CONGRESS WHO KIK RAJ",2
Bolnar tar Tonda var,2
Raj thakreche swapne changli ahet pan to pratyakshat utaru shakat nahit  paha vichar karun,1
mala ass ka vatat ki  kahi  chaanall vale  bamhan nete  mothe krtat  kadachit maz chkat hi ase l  pan mi ass pahnyat  aal raj  thkare khup chngale mans ahe ,3
Only Raj saheb Thackeray,2
Raj sahebana ekda mukhymantri pad dyamg bgha kayaplt ksa hoto,2
Hindu Hrudaisamrat Shree Balasaheb Thakrayn chya nantr ekch naav Shree Raj saheb Thakray,2
Kdk,3
pani adwa pani jirwa jalukt shivar ya var varchya gosti ahet nadi jod prkalp hach panyavarti prabhavi upa ya ahe,1
Wish I could understand marathi,2
           hahahahaha,2
Very nice,3
"Raj sir gr 
Isko bolte hai ek teer mein do nishane
My favourite politician 
I like to listen you always",2
Wah,2
Panchat fadnvis,2
jab satta ke bahar aap ko itna man samaan he to sochiye,1
Raj saheb tumich karu sekta,2
Raaj Thakrey buji huyi diya hai,1
Muze kathakar Ramesh ozza ke sex reket se bacha sakate ho plliz help me,1
I am the first viewer and liker ,2
nice one CM sir Jai hind Jai Maharashtra,3
Sixer marli Fadanvish Saheb ni,3
"No rajthakare Saheb   
Thank you",2
Mala raj karanat don nete  raj thakare amol khole sir  samadhan Chavan Patil osmanabad jai Shivaray,3
fadanavis saheb you are great,3
Raj thakare sahebani bjp shi yuti keli tr bhavishyat ky hoil   Tumhala ky vatat  ,1
Grampachayat nivadnuka lavkar band kara,1
Raj Sir     sahebanaaa  saanga   ngp che kaiiiiiiiiii,2
Obc sampavale tumhi kay bata karata fadan,2
raj saheb mast bolat tumhi ,3
Jay Maharastra jay nundurbar,3
Mukhymantri fhadvnis mule zhale nahe,1
Raj thakare me marati mhnatat pm karita Lang Kashi he sanskar,2
RAJ Thackeray is HISTORY  LOL,1
dislike karnare vede aahet,1
Aamir kiran aani Samasat pani favandeshanche Khup Khup aabhar,3
Fadanvis Saheb tyani sarkar Ni Kai kele vicharle tumhi sangta Pani paundation sanstene Pani gavat nele sangtat he Kai Uttar zale ka,1
Raj Thackeray jabardast,3
first ask Amir Khan is he feeling safe in India,1
amhala fkt raja saheb cm pahije,2
Great CM,3
Raj Thackeray Saheb  You are True,3
Raaj thaakre,2
Class video,3
Balasaheb rajasaheb,2
mnsl ch yenar ,2
Jyala  mintqch bhashan mukhpath deta yet nhi to aj cm ahe maharastra cha ky staut chalvel  etana bgha chitthi ahe tyqchya kde,1
Amir khan ch koni kautuk ch karat nahi ith comment section madhe,1
Mns,2
raj thakrey brother is not a hypocrite  he always speaks the truth and truth always hurts dishonest people,3
aata as vatat aahe raj thakre je boltat tech yogay boltat next time manse nach  vote karnar nako bjp nako shivsena nako Congreg only for manse,1
Adhi samajla sata manje  te  parynt kay sopa kadat hote ka jati chadhinata cha yawda dhuka hai tar jatichaya nawa war jitkya political parti hai tyana banda kara,1
Kdk saheb,3
Kuthe kuthe shtamadan kele raj sahe bane,2
"Aby 
Irigation cha paysach utar de",2
Jat pat darm he tumhich karta BJP wale,1
Baykon ektinch vote kel vataty nivdun yayala,2
"Tiger he
Vaykti nahi",2
Raj saheb your greate,3
ZAugast chi kai ghoshna keli hyane aaramkhor sala bakiche state paha kahi ne kahi navin announcement  karata,2
 no,2
"Like for 
Raj saheb",2
Cm sir na bhashan lihun dyav lagt ka,2
Ekach number raj sir,3
Ye kya bol rha hai,2
Raj thakare enshan achchhe hai Rhoda bahkave me aa jate hai,2
Kalpesh bhoir,2
Wagh to waghch,2
Raj sir na ekda Sandi dya,2
superman in Maharashtra,2
Fadnvis saheb atishay marmik aani sampark boltat best cm maharastra,3
Rok thok  no bakwaas,3
What an reply by CM,3
Only manse,2
Raj saheb zindabad,3
Raj sirncha rules barech chan ahet pn koni te nhi pahat only enjoy kartatdeep thought he ahet te,1
Jay Raj saheb thakre,2
Sadetod uttar Devendra Fadnavis saheb Ata lokanni BJP MNS la chance dila pahije Pure zali ata Fashiv Sene chi satta ,1
tyacha paisa khayla aktra yeta kam karayla nahi aktra yeta yet,1
Raj saheb mi ekch prashn vicharto toll nakych Kay zal ho Tumi vishay ka sodun dila tol mukticha,2
only raj thakare jay manse,3
Ajit pawarne kay kele bhafwyala vichara,2
Magasase award la ata ti kimmat nahi rahili Ravish Kumar sarkhyana pn milaila lagla ahe,1
Raj thakre chya patrika jinkava,2
very nice speech,3
manse la sath dya,2
raj sahebach kup chan bhshan dhnywad,3
Doghani ekmekache video laava reeee,2
Thapa mara atta,2
Kay yogya uttar dila mukhyamantryani  Tya murkhala,2
salute Rajsahebana,3
Public ka fct ordun fonkdi kadayla avdt ahe pn tyavr vichar krun ya mansala ek sandhi den far kathin vatt aheya lokanna fct as aikayla chhan vatte ani he fct aiktch rahtintyavytirikt baki kahi nahi kru shaktjay Maharashtra,1
Mi mukyamantri sahebansobat,2
Yach barobar zade sudha lawayachi ha,2
Raj Thackeray tumchya kde itki power ani potential ahe ki tum hi sudharna sattechya thru krayla n pahta individually kra Tyanantr tumhla satta magnyachi grjch nai Lok swatahun tumhala nivdun aaantil,3
Always cool and brilliant cm one and only Devendra fadwanis,3
Clever ans by devendreajii,3
Ekach chawa Raj,3
Vidarvir  devendara   kangesh rastvadine bastachracha   janni aahet   gotala gang  tari mi sahana,1
la kay bola te nakki yekaaa,2
          erigation curruption    ,1
"Shubh Karyat Visheshat Panyacha Prashnat Bhrashtachari Rashtravadi Congress Party Aani Nalayak  Chor Ajit Pawarla Aamntrit Karayla Nako 

Jay Hind  Jay Maharashtra",2
Mast,3
Esse kahate hai sirpar haat aur gan   per laat,2
Rajsaheb you are great,3
Devendar ko kohi like nahi karta,1
Devendr fadnya gab bas,1
Cm only Raj Thackeray honar,2
Only manse,2
Fadnavis ni sagla lihun anlay khara bolayla lihun anaychi garaj nahi lagat pan fekaycha asel tar kahi lihun anaycha ani fekun jaycha faltu CM,1
Raj saheb thode thode pul deshpande sarkhe distat,1
"Manya var
janata khali",2
Jay manse,3
sahi bola rajsaheb ne,3
Aho pn Yana madhe asahishnuta vadhlyacha saxhatakar zala hota,1
"Raj tumi kay keal he maharastala sang
Tumala tumch utar milale",2
Jar par gat Dharma tumhi visaru Det nahi,1
Only one Raj saheb thakare,2
Namakaji,2
Jay manse ,3
mast,3
Misha ka bodlays tu fadnvhis,1
Fadanvis is great,3
Devendra stand ghyayala Shika task list Modi detat tewadhach naka karu,2
Ek number Raj Sahib,3
Only manse,2
Ha cm fakt bolto bs,3
Rama Rama jugalbandi ahe he,1
Devendra  Khup Chand Bole,3
Jyanni satyanash kela tyanach aaj raj thakare support karato aahe,3
Balasaheb takreki bibi ki mot kesihui,2
only manse,2
To tumcha sarkhya lokan kada Ahe,2
Only raj saheb,2
Aadar asayala Pahije baki Kay,2
jay raj saheb jay mns ha raj sahebacha  q ans nahi mukhemanti saheb,3
Mazi akach jathindhu ji manavata our acha karam wahi dharam our bhura kare wo adharam,1
Only raj saheb,2
Raj thakreay la kaduchi pan akkal nahi Te fakta paintings mimicry video lav re var gardi gola kartay Baki kadi chi akkal pan nahi,1
great cm,3
Cutiya khaj thakre,1
Are kone tari mahapariksha portal bandaaa bola renustaa gharakade hot ahe tyamadhe,1
Kadak,3
"Are yaar
Ha lavdu Devendrayala kahi kalt ki ny yaar
BC",2
Barobar aahe saheb pn mazha mta nusar Raj sahebana aekda tri  mukhamantri banvayla pahije,3
 CM fail to control corona No command on government Only bol bacchanplz change CM  urgent,1
Sham ,2
abe jati paticha aani panyacha kay sambandh dharan bandhaycheyt devstan nahi,1
"Chutiya kho barobar jawab diya your Gundagiri and Dadagiri that depicts on your lousy nose that you need to Stick right up you Ass  D  P 

Chutmari cha tula kai laaj sharam aahe ki nahi  Kutey pan jahoon kahipan boltosh arrey baba yeh Gundagiri Gandugiri anni Dadagiri soodun thoda parishram kar rey bawlat tuja POOT puday nigalaa aahe saale DUKRIYA D",1
"Chutiya kho barobar jawab diya your Gundagiri and Dadagiri that depicts on your lousy nose that you need to Stick right up you Ass  D  P 

Chutmari cha tula kai laaj sharam aahe ki nahi  Kutey pan jahoon kahipan boltosh arrey baba yeh Gundagiri Gandugiri anni Dadagiri soodun thoda parishram kar rey bawlat tuja POOT puday nigalaa aahe saale DUKRIYA D",1
                A pi        A bp  ibn             ,2
Fadnvis ne Kay faltu uttar dhile jat patiche are duakya tu mhanje sarkar aani tujhya hatat hote sarv pan tula te suchle naahi Karan tula tevdi akkal naahi,1
Due to World Agriculture Research and Development Organisation I will allot one mission for Farmers there were I will distributes Green card to each and every Farmers it will be connect this card to thems Saving Bank AC when are all World farmers go to buy Aggro products except Tools  Equipments Like Seeds compost  Jaivik products also Aggro medicine Just need to these are card Swap to on install Machinery which are we will be install in all Aggro shops so If any places Farmers are come to under Loss criteria irrespective from Fluids  heavy Rain then we will be follow  Claim like hisher  or  months wages all cost of purchased products Amount  we will be pay to that circumstance year of Lagan Agricultural Land tax without pay any cost it will be totally free for all over World Farmers just need to give promise us they are didnt eat any NonVeg foods  sheikh hand come together for Grown on Milk production also from care Animals in each  every country WiseIn these are plan We are contributes  Amount through taken sheikh hand  Amount from each  every country will be pass on my Bank AC it will be we are manage through my daily earning currency from our Business  Right now I have Bulk Amount in our Banker LockersI wanna use these are Amount on that way but need to corporate from all World Farmers We will be attend all World farmers Claims in one computer software application and give thems settlement in directly in hisher Bank AC there were all World Farmers mention in that files our Green card number your Agricultural Land Division numbers and Address for stretch Location purpose of find out there were happen Fluids  heavy Rain through our Active Aggro Filed Executivesno need to give all documents like Bank Statement name of Shops for buying statement etc and any Low related papers our Executives will be cross check without give any irritation and Bothering any Farmers just our Executives will be sent message to you through Telephonic helps for your Claim is an Done or successful  please visit to yours Bank,1
Abe mard ban dagh dagh maa ka lora nhi kr,1
vinod dhangar,2
Ani tika karto,2
raj saheb is gread man,3
Good,3
"Faltu giri aahe
Baykoch ky madhech",1
Phadnvis prashnanchi Uttare dyaa,2
Mala Raj thakare Cha bhashan khup aavdte pan te kahi karu shaknar nahit Karan rikana ghada jast vajto,2
Are fadanvisa pesa kuthe gela ha prashan aahe,2
Paisa kuthe gela fadnavis me uttr nai dila,1
aata kashi  jirvli  MI Punjabi yein,2
Super,2
Raj thakre,2
Raj saheb manal tumhala,2
Cingrej ne kiti paise dile,1
Raj saheb  u r the best ,3
sacha neta,2
"Adwa jirwa nah 
Paisa kuth gela",2
Amir Khan kuthlahi neta nasoon netyanpeksha jaast karto  nomber,2
Salute to cm,3
Paani kya hai inko malum hi Nahi hai,1
Time pass bara hoto Mata sathi kahitari vegla asave,1
Raj saheb,2
AREY DEVENDRA GANGADHAR FADANVIS TU EKTAR  NAGPUR VIDARBHACHYA NAVIN RAJY NIRMITICHA DHOLKYA  TYACHYAT FAKT KEWAL NIWWAL TYA NAGPUR LA TUMCHYA BJP CHA BAAPMAY RSS RATRICHE SUTLELE SATORENE TULA HYA AKHAND MAHARASHTRA CHYA MUMBAI MADHYE BASAVLELA ANI NITLAHANMULASARKHA MANDIWAR BASEL PORYA EKTAR TU NA VIRODHI PAKSH NETA KADHICH NAVHTA   ANI  RAJY CABINET MANTRI SUDDHA KADHICH NAVHTA FAKT NAGPUR CHA MAYOR ANI AAMDAR ANI TYA NANTAR SWARGIY SHRIMANJI GOPINATHJI MUNDESAHEBJI ACHANAK GELE KA TUMHICH MARLE DEVALA CH MAHITITYA MULEY TYA EKNATHRAOJI KHADSEJI LA TALUN TULA MUKHYMANTRY BANVILE ANI MUKHYMANTRY ZHALE PASUN TU TAR FAKT TELEVISION WARTI CH DISTO TAR FILE V KAAMANCHA NIPTARA KADHI V NEMKAKAY KARTO TEHI DEVALA CH MAHITIAREY TU KAY AAMCHYA AKHAND MAHARASHTRA CHI BULAND DHADADTI TOF SHRIMANJI ADARNIY SANMANNIY RAJSAHEBJI THAKRE JI N CHYA PRASHNA LA KAAY GHANTA ZAATA UTTAREY DESHIL GHARI JAA ANI TYA TUZHYA PRIY PATNI DEVITAI AMRUTA JI DEVENDRA FADANVIS AJUN AATA KONTEY KONTEY KUTHLEY KUTHLEY FILMI GAANE V RAMPFASHIONSHOW KARTEY TEY NIT BAGH ANI TYA NITIN KHADDEROADKARI GADKARI LA ANI NDMODI ANI AMITSHAH ANI NAGPUR LA HI RSS LA KALAV  MOTHA AALA RAJSAHEBJI THAKRE NA UTTAR DYAYLA,1
amirkhan wife  thewato ha Kay pabalikla massage drnar,1
Bhurta manus tumhich olhkun ghya,2
Raj Thackeray Pagal hai,1
Raj saheb,2
Kingmekar raj saheb,2
"MNS 
RAJ SAHEB 
ONLY RAJ SAHEB ",2
Raj thakre la koni bolavla ithe ha manje nusta bol bachan,1
Berojgaari Akadhikarshahi shetakari aatmhatya Zundshahi Jumalebaji Pardarshakata yaachi uttare dya,2
Sayukt maharashtra nahi jhala aajun belgav karwar nipani ashi ajun  gav ahet,1
Thanks to Devendre Fadanavis for best speech,3
Mag evadhe samjate tar mag kashyala lokana Hindu Muslim karayala lavata cm Saheb,1
Please please raj thakre ekda sandhi tr deun paha tumhi sarvana sandhi dili aata ekda raj thakre la sandhi devun paha maharashtra che sone zalya shivay rahanar nahi,1
jai Maharashtra saheb,3
"Raj Saheb jar manniya manushpolitician khara ahet tat shivshena che uttaradhikari hoyala pahijet pan aaj he prashn shivshena che paramukha la veecharayala pahijet ka he aghadhi che sarkar ashthapan kele voting nantar
Please peaples of Maharashtra are understandings MAHARASHTRA peaples 
Aaj me sangu icheet ahot me MNS la voting kelo pan shivshena ni aaj Kay kela fakt CM pada sathi Pakistan parast partys barobar satta sthapan kela tar MAHARASHTRA che janta la samjhayla pahijet ani NCP party should openling say something",2
sir very very big fan of you,3
Amir khan actor ne kel pan sarkar la ny karta aal great man amir,3
"Raj sahebanci entry la kite rada hota ani fadnivis caya entry la Kay hot  
Raj saheb thakray ",2
Fadanvis cannot develop Maharashtra because he is interested in separate Vidharbha state He just wanna divide Maharashtra state into  states and become Vidharbhas CM,1
Superb ,3
Ek like fakt rajsaheb sathi,2
Fadnavis rocks,3
Raj Thackerayji is an outstanding person,3
Bechara Raj  amdar,2
Raj Raj Karnaryanni  purn video nahi baghitla vatat,2
nusti sarvasarvi kartoy fadan,2
Khup chan sangitla Devendraji necool nd smart CM,3
Zhomble vatat raj saheban chye bhashan,3
ghanta uttar,1
Amir khan,2
Very good speach Mr Raj  Thakharay _ M N S Sena,3
See it no no no it at,2
wau Marathi tadaka,2
"Kay sansanit chaprak marley ajit dada pawaranchya jabardast
Fadanvis sarkarne jalyukt shiwar cha itka kam kela ki je taluke tankerwar hote te ata shejari talukyana tanker purvu shaktat Mission  punha narendra punha devendra",2
farnavis ni raj thakarey cha uttar khota dila aahe amchiya talokiyat pani adwon jirawoon sudda paniya cha dushkaal aahe  km war damp aahe pan amchiya nagar pachayati kare yojna nahi fand nahi,1
Neta aani karyakarta sagde Sudha Ni dhutlele aahet jai mhs,2
Nice,3
